year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,is_month_start,is_month_end,is_year_start,day_of_week,city_iq,city_sj
1990,28,0.192875,0.08235,0.4381128849965497,0.3910608648279702,4.719110085598767,299.512857143,299.592857143,17.205854485348876,17.372391890583174,298.0,6.612110101926616,81.4671428571,4.719110085598767,17.4185714286,2.15714285714,27.5571428571,7.15714285714,31.7,4.658325879540846,7.981227975693966,0,0,0,0,0,1
1990,29,0.2916,0.2118,0.5488169093604898,0.5297798599418442,7.692203845452875,299.667142857,299.75,17.21436277397453,17.378147196982766,297.3,6.395310782127793,82.1442857143,7.692203845452875,17.7371428571,2.41428571429,28.1285714286,6.9,32.8,4.888762624632126,3.492849839314596,0,0,0,0,0,1
1990,30,0.1505667,0.1717,0.47634021455258213,0.4632030872090556,4.059556626036888,299.558571429,299.635714286,17.20348801842231,17.372391890583174,297.1,6.521502894272148,80.7428571429,4.059556626036888,17.3414285714,2.07142857143,28.1142857143,6.35714285714,31.7,4.774934554525329,5.709640969448079,0,0,0,0,0,1
1990,31,0.1422935374167987,0.24715,0.6161980201201558,0.6175411727164433,5.714892824891819,299.862857143,299.95,17.209673359567287,17.406895185529212,298.3,5.882176467941097,80.5842857143,5.714892824891819,17.5942857143,2.58571428571,28.2428571429,8.08571428571,34.4,4.774934554525329,6.131883886702357,0,0,0,0,0,1
1990,32,0.1422935374167987,0.06433333,0.40551559772714046,0.37263534453940356,5.366563145999495,300.391428571,300.478571429,17.220129417138537,17.392527130926087,298.8,4.47213595499958,79.65,5.366563145999495,17.95,2.32857142857,28.2,7.55714285714,33.3,4.8270073544588685,3.3763886032268267,0,0,0,0,0,1
1990,33,0.1422935374167987,0.1280333,0.454925378496298,0.4101742312725167,9.526279441628825,299.958571429,299.957142857,17.234724084997705,17.395401691251628,298.5,10.094552986635911,84.1785714286,9.526279441628825,18.5157142857,1.85714285714,28.0428571429,6.68571428571,32.8,4.774934554525329,6.685805860178712,0,0,0,0,0,1
1990,34,0.1902333,0.1688,0.4094595218089329,0.4150731260874402,5.692099788303083,300.332857143,300.414285714,17.225811197995874,17.392527130926087,298.1,5.089204259999788,80.9471428571,5.692099788303083,18.1742857143,2.48571428571,28.3428571429,7.01428571429,33.3,4.8270073544588685,2.32379000772445,0,0,0,0,0,1
1990,35,0.2529,0.33075,0.5139760694818388,0.5332113089573401,6.398437309218556,300.118571429,300.221428571,17.23418529716447,17.383900597967074,298.7,6.308724118235001,83.3485714286,6.398437309218556,18.5157142857,1.9,28.6571428571,6.52857142857,32.2,4.9396356140913875,3.7013511046643495,0,0,0,0,0,1
1990,36,0.2354,0.200025,0.5327444978599027,0.4800446854200138,5.372150407425317,300.53,300.635714286,17.208054592457568,17.429859437184227,298.0,5.513619500836088,77.1728571429,5.372150407425317,17.56,3.47142857143,28.3285714286,7.61428571429,32.8,4.8270073544588685,3.7682887362833544,0,0,0,0,0,1
1990,37,0.1279667,0.4371,0.35128336140500593,0.38507570684217407,8.034923770640267,300.674285714,300.792857143,17.23928238480361,17.404022523543226,299.0,4.917316341257699,81.5514285714,8.034923770640267,18.7771428571,2.9,28.6857142857,8.05714285714,33.9,4.9396356140913875,5.089204259999788,0,0,0,0,0,1
1990,38,0.19635,0.1824333,0.5048055071014975,0.5528885059394887,11.98874472161285,299.857142857,299.9,17.217184106903197,17.369513522260778,298.7,6.04979338490167,81.6371428571,11.98874472161285,17.8928571429,1.74285714286,28.2428571429,8.11428571429,32.8,4.888762624632126,1.816590212458495,0,0,0,0,0,1
1990,39,0.1161,0.2609,0.4465903044178187,0.4941828608926052,7.168681887209113,300.427142857,300.6,17.205480854338248,17.389652095427326,299.1,4.049691346263317,77.0485714286,7.168681887209113,17.4685714286,2.25714285714,28.3428571429,7.72857142857,32.8,4.9396356140913875,3.9749213828703582,0,0,0,0,0,1
1990,40,0.22855,0.18975,0.4609617120759597,0.44853728941973153,5.583905443325486,300.775714286,300.85,17.223945126305996,17.415510328439993,299.1,6.008327554319921,78.52,5.583905443325486,18.18,2.9,28.7714285714,8.02857142857,33.3,4.888762624632126,3.420526275297414,1,0,0,0,0,1
1990,41,0.17115,0.06755,0.4236351024171628,0.3971356191529538,7.170774016799023,299.857142857,299.942857143,17.231615461964093,17.372391890583174,298.1,5.219674319342156,84.11,7.170774016799023,18.5128571429,2.57142857143,28.6285714286,7.31428571429,33.3,4.9396356140913875,7.5960516059331775,0,0,0,0,0,1
1990,42,0.1422935374167987,0.0702,0.4261651088486715,0.40712405971644566,11.981235328629515,299.195714286,299.307142857,17.22046125148801,17.363755354185336,297.5,5.219674319342156,85.6214285714,11.981235328629515,18.1157142857,1.87142857143,27.6285714286,7.4,32.8,4.8270073544588685,7.861297602813418,0,0,0,0,0,1
1990,43,0.1462,0.08975,0.35892701207905764,0.35203494144757846,11.270758625753636,298.902857143,299.042857143,17.212121974265695,17.34646938140439,297.2,9.722139682189306,85.5028571429,11.270758625753636,17.75,1.8,26.7714285714,7.62857142857,32.2,4.658325879540846,9.565563234854496,0,0,0,0,0,1
1990,44,0.25225,0.1834333,0.5639148871948674,0.5439669107583659,10.067273712381123,299.727142857,299.778571429,17.22017089677103,17.360875553957523,298.5,4.71805044483418,82.7871428571,10.067273712381123,18.0342857143,1.78571428571,27.9714285714,8.64285714286,33.3,4.774934554525329,2.5099800796022267,0,0,0,0,0,1
1990,45,0.1526,0.181775,0.4222897109805068,0.4320053240412669,4.523273151159457,299.972857143,300.035714286,17.221041946235424,17.383900597967074,298.5,3.794733192202055,81.7157142857,4.523273151159457,18.0742857143,2.38571428571,28.4714285714,8.42857142857,33.3,4.888762624632126,2.569046515733026,0,0,0,0,0,1
1990,46,0.2908,0.2246,0.4247183772807577,0.4846500799545998,4.47213595499958,300.35,300.5,17.19555590427364,17.386776584519627,298.8,2.6645825188948455,75.7285714286,4.47213595499958,17.0857142857,2.2,27.5428571429,8.6,32.8,4.711687595755898,6.23698645180507,0,0,0,0,0,1
1990,47,0.2722,0.33035,0.3628130372519709,0.3540950437382596,4.476605857119878,299.511428571,299.635714286,17.1864980227503,17.36663467687393,297.0,6.058052492344384,78.1514285714,4.476605857119878,16.7528571429,2.52857142857,26.8,7.41428571429,31.7,4.711687595755898,3.0983866769659336,0,0,0,0,0,1
1990,48,0.1367667,0.216525,0.420458915947801,0.37627875305416864,5.797413216254298,298.238571429,298.264285714,17.170073633243394,17.326280616450838,296.5,6.6558245169174945,81.3857142857,5.797413216254298,16.2085714286,1.98571428571,26.2,7.12857142857,31.1,4.538722287164087,5.167204273105526,0,0,0,0,0,1
1990,49,0.1098,0.0886,0.5165106968882639,0.5016971197844372,3.1559467676119,298.542857143,298.685714286,17.169241600693958,17.34358671094304,296.7,8.473488065725943,79.9085714286,3.1559467676119,16.1614285714,2.05714285714,25.9857142857,5.54285714286,29.4,4.711687595755898,8.306623862918075,0,0,0,0,0,1
1990,50,0.12135,0.26166,0.4374765136553047,0.45824196665080774,6.692762592363858,298.202857143,298.278571429,17.088132891395713,17.337819932159867,296.1,2.0248456731316584,68.7228571429,6.692762592363858,13.6157142857,2.98571428571,24.6857142857,7.77142857143,29.4,4.404543109109048,1.6733200530681511,0,0,0,0,0,1
1990,51,0.2931333,0.2668667,0.5107417155471051,0.5502077789344676,7.242237223399963,298.297142857,298.378571429,17.162708743930835,17.34646938140439,296.0,5.684188596448926,80.0828571429,7.242237223399963,15.9542857143,2.87142857143,25.7142857143,6.58571428571,30.6,4.5934736311423405,4.449719092257398,0,0,0,0,0,1
1990,52,0.3025,0.2772333,0.4138438111171895,0.4020226361786112,6.692762592363858,298.038571429,298.085714286,17.09110044104826,17.314733610425545,295.3,2.3366642891095846,69.6814285714,6.692762592363858,13.6828571429,2.28571428571,25.1571428571,5.84285714286,28.9,4.5934736311423405,4.571651780264984,0,0,0,0,0,1
1991,1,0.1465,0.1404667,0.38923000912057126,0.40904070702070716,6.692762592363858,297.06,297.135714286,17.085290247958916,17.291616465790582,293.9,2.1908902300206643,72.9385714286,6.692762592363858,13.5114285714,2.52857142857,24.3857142857,7.45714285714,29.4,4.347413023856832,2.3021728866442674,1,0,1,1,0,1
1991,2,0.1422935374167987,0.1004667,0.5018964036531842,0.37096724922828433,3.9812058474788765,297.674285714,297.828571429,17.1255031208721,17.30028901492689,295.8,5.1312766442669995,76.6285714286,3.9812058474788765,14.6714285714,1.88571428571,24.9142857143,6.31428571429,28.3,4.5934736311423405,5.630275304103699,0,0,0,1,0,1
1991,3,0.1422935374167987,0.2935667,0.509845957128229,0.4667976006793523,6.692762592363858,297.422857143,297.657142857,17.12929820929626,17.30028901492689,296.1,5.2345009313209605,78.5,6.692762592363858,14.7985714286,2.0,25.2428571429,6.57142857143,29.4,4.5934736311423405,4.06201920231798,0,0,0,1,0,1
1991,4,0.3313,0.3093333,0.4701367886051888,0.45028557605146535,6.692762592363858,297.884285714,298.15,17.099206330792082,17.329166165744965,296.0,0.8366600265340756,71.5971428571,6.692762592363858,13.8785714286,2.55714285714,24.7142857143,7.77142857143,29.4,4.277849927241488,2.6076809620810595,0,0,0,1,0,1
1991,5,0.0917,0.246425,0.49381889392772327,0.4422668877499196,6.692762592363858,298.044285714,298.228571429,17.10476124191741,17.323394586512194,295.0,2.3874672772626644,71.7842857143,6.692762592363858,14.0442857143,2.77142857143,24.8285714286,8.15714285714,30.0,4.347413023856832,2.4289915602982237,0,0,0,1,0,1
1991,6,0.3801,0.2285667,0.5050177224613014,0.4751841748206689,6.692762592363858,297.74,297.928571429,17.12162375477279,17.31184565550421,295.0,4.437341546466758,75.7942857143,6.692762592363858,14.5414285714,2.42857142857,25.0571428571,6.88571428571,30.0,4.538722287164087,2.701851217221259,0,0,0,1,0,1
1991,7,0.0712,0.2211,0.5255881467461001,0.5170521250318966,4.2485291572496005,296.884285714,297.114285714,17.116449898942246,17.326280616450838,294.1,4.626013402488151,78.8957142857,4.2485291572496005,14.46,3.2,25.1428571429,8.87142857143,32.2,4.347413023856832,2.3664319132398464,0,0,0,1,0,1
1991,8,0.1422935374167987,0.2094,0.3292921195534445,0.3455430508634199,6.692762592363858,297.414285714,297.614285714,17.135677067772956,17.323394586512194,295.8,5.118593556827891,79.74,6.692762592363858,15.0357142857,2.57142857143,25.8428571429,8.47142857143,32.2,4.47213595499958,4.219004621945797,0,0,0,1,0,1
1991,9,0.1702,0.2086,0.37083689136869863,0.4375309131935708,5.638262143604179,297.505714286,297.828571429,17.129131409881822,17.314733610425545,295.8,4.878524367060187,77.9771428571,5.638262143604179,14.7942857143,2.11428571429,25.2571428571,7.2,30.6,4.47213595499958,5.540758070878027,0,0,0,1,0,1
1991,10,0.21075,0.2641,0.4976803190804314,0.46514202132252036,6.692762592363858,297.777142857,298.078571429,17.13275893051087,17.329166165744965,296.4,2.8809720581775866,77.3157142857,6.692762592363858,14.92,2.24285714286,26.0142857143,8.31428571429,31.1,4.538722287164087,3.3015148038438356,0,0,0,1,0,1
1991,11,0.1422935374167987,0.13055257610470083,0.4617899955607527,0.49045173055052016,6.692762592363858,297.431428571,297.635714286,17.127046280255097,17.323394586512194,295.7,3.6565010597564442,78.1385714286,6.692762592363858,14.7871428571,2.72857142857,25.9285714286,8.97142857143,31.7,4.538722287164087,1.8973665961010275,0,0,0,1,0,1
1991,12,0.1279,0.1784,0.38342443844908997,0.3991240408695021,6.692762592363858,297.407142857,297.614285714,17.12466892275585,17.332051234634633,295.4,3.331666249791536,77.8828571429,6.692762592363858,14.7457142857,2.54285714286,26.0857142857,6.97142857143,32.2,4.5934736311423405,2.3874672772626644,0,0,0,1,0,1
1991,13,0.28035,0.223575,0.49787880051273525,0.4973788294650266,6.692762592363858,297.47,297.692857143,17.138844768536764,17.349351572897472,295.7,4.610856753359402,80.0014285714,6.692762592363858,15.1485714286,2.75714285714,26.0571428571,6.58571428571,32.2,4.711687595755898,5.186520991955976,0,0,0,1,0,1
1991,14,0.1691,0.216825,0.5104060148548408,0.4711384085382978,3.594440151122286,297.064285714,297.185714286,17.10204666114556,17.30317889868795,295.4,4.571651780264984,75.6628571429,3.594440151122286,13.9914285714,2.28571428571,25.2428571429,6.81428571429,28.9,4.538722287164087,2.0248456731316584,0,0,0,1,0,1
1991,15,0.1765,0.2763,0.42957339303080677,0.42114926095150634,2.449489742783178,297.372857143,297.657142857,17.13521853627785,17.297398648351724,295.9,4.447471191587417,79.6285714286,2.449489742783178,14.9928571429,2.62857142857,25.3,6.51428571429,28.9,4.5934736311423405,4.33589667773576,0,0,0,1,0,1
1991,16,0.0774,0.1024,0.4044131550778238,0.454055833571159,6.676076692189808,297.284285714,297.392857143,17.092981015609887,17.288724649319857,296.0,4.679743582719036,73.3514285714,6.676076692189808,13.7328571429,2.01428571429,25.5142857143,6.27142857143,29.4,4.5934736311423405,4.404543109109048,0,0,0,1,0,1
1991,17,0.1422935374167987,0.18845,0.4339519558660843,0.4742814565213361,5.720139858430037,298.074285714,298.235714286,17.14726133903021,17.308957218735046,296.7,4.43846820423443,78.4471428571,5.720139858430037,15.4614285714,2.3,26.5285714286,8.01428571429,32.8,4.658325879540846,1.8708286933869707,0,0,0,1,0,1
1991,18,0.2091667,0.160575,0.4197277689169493,0.4197277689169493,6.692762592363858,298.831428571,299.071428571,17.17469068134853,17.349351572897472,297.1,2.894822965226026,79.36,6.692762592363858,16.3142857143,2.8,27.3142857143,7.71428571429,32.2,4.774934554525329,1.6733200530681511,0,1,0,1,0,1
1991,19,0.11595,0.180175,0.326168208138071,0.333445197896146,5.948108943185221,298.638571429,298.721428571,17.170115233829968,17.34646938140439,297.2,4.538722287164087,79.5414285714,5.948108943185221,16.1857142857,2.41428571429,26.9285714286,6.92857142857,31.7,4.774934554525329,6.340346993658944,0,0,0,1,0,1
1991,20,0.1422935374167987,0.10455,0.38878014352587503,0.31048349392520047,2.039607805437114,298.325714286,298.407142857,17.16445663075298,17.323394586512194,296.6,5.947268280479703,80.0671428571,2.039607805437114,15.9742857143,2.5,26.5285714286,6.58571428571,30.6,4.774934554525329,5.727128425310541,0,0,0,1,0,1
1991,21,0.0669,0.1335667,0.3116354761576416,0.3682390527904394,7.152621896899066,298.584285714,298.457142857,17.17918175333156,17.332051234634633,297.0,7.700649323271382,81.3014285714,7.152621896899066,16.5014285714,1.85714285714,27.3857142857,6.7,31.7,4.774934554525329,1.8973665961010275,0,0,0,1,0,1
1991,22,0.1401,0.1594667,0.46294351707308745,0.5070502933634887,7.441102068914255,298.808571429,298.885714286,17.183546947996504,17.352233285660954,297.3,6.587867636800241,81.0885714286,7.441102068914255,16.6457142857,2.14285714286,27.9428571429,7.01428571429,33.3,4.8270073544588685,2.3664319132398464,0,0,0,1,0,1
1991,23,0.08585,0.087,0.34583232931581165,0.4073433441213935,2.842534080710379,299.518571429,299.75,17.173401360417802,17.36663467687393,297.4,2.23606797749979,76.0742857143,2.842534080710379,16.3242857143,2.87142857143,28.0714285714,7.5,33.3,4.8270073544588685,4.538722287164087,0,0,0,1,0,1
1991,24,0.1091,0.1564667,0.41644759574284973,0.4170987892574132,2.467792535850613,299.891428571,300.071428571,17.189905675802876,17.372391890583174,298.4,2.4124676163629637,77.0357142857,2.467792535850613,16.8828571429,2.4,28.2285714286,7.97142857143,33.9,4.888762624632126,3.0659419433511785,0,0,0,1,0,1
1991,25,0.0596,0.09235,0.36073341957739374,0.3614455698995355,6.652067347825035,299.775714286,299.971428571,17.21336689901194,17.375269782078206,298.4,4.123105625617661,81.4214285714,6.652067347825035,17.7042857143,2.17142857143,28.9285714286,7.14285714286,33.9,5.0,1.816590212458495,0,0,0,1,0,1
1991,26,0.07965,0.122,0.4302491138863624,0.3977975615812646,8.588364221433556,299.41,299.478571429,17.21129197442772,17.392527130926087,297.7,6.148170459575759,82.7457142857,8.588364221433556,17.6285714286,2.04285714286,27.9142857143,7.4,32.8,4.774934554525329,3.521363372331802,0,0,0,1,0,1
1991,27,0.1422935374167987,0.1779333,0.4489193691521897,0.44514840222110197,5.167204273105526,299.371428571,299.385714286,17.203072815226935,17.389652095427326,297.4,7.210409142344143,81.6942857143,5.167204273105526,17.3528571429,2.14285714286,28.3714285714,6.6,32.8,4.888762624632126,4.969909455915671,0,0,0,1,0,1
1991,28,0.0969,0.13055257610470083,0.37155080406318597,0.4097764024440646,2.4758836806279896,300.001428571,300.171428571,17.19858798189549,17.381024135533558,297.9,4.324349662087931,77.8771428571,2.4758836806279896,17.1514285714,2.42857142857,28.4142857143,6.67142857143,32.8,4.9396356140913875,2.1447610589527217,0,0,0,1,0,1
1991,29,0.1422935374167987,0.07733333,0.3159565951202791,0.34153023292235785,5.447017532558529,300.234285714,300.342857143,17.207016841131992,17.383900597967074,298.6,4.857983120596447,78.2414285714,5.447017532558529,17.4728571429,2.42857142857,28.8,6.91428571429,33.9,4.888762624632126,3.492849839314596,0,0,0,1,0,1
1991,30,0.0801,0.00805,0.3715283300099738,0.35925854200004764,7.521967827636595,299.808571429,299.978571429,17.21432128034678,17.381024135533558,298.2,5.2345009313209605,81.4828571429,7.521967827636595,17.7342857143,2.24285714286,28.0,5.88571428571,32.8,4.9396356140913875,6.565059024867941,0,0,0,1,0,1
1991,31,0.1422935374167987,0.13055257610470083,0.43662672845349265,0.3991598677221947,6.957729514719582,299.852857143,299.964285714,17.2185531165949,17.378147196982766,298.3,5.8642987645583,81.8971428571,6.957729514719582,17.8785714286,2.3,28.5714285714,6.34285714286,33.3,5.0,4.242640687119285,0,0,0,1,0,1
1991,32,0.07315,0.1124,0.4388458727161508,0.45755557039555317,3.645545226711637,299.831428571,299.864285714,17.218262729700694,17.372391890583174,298.1,5.612486080160912,81.96,3.645545226711637,17.8957142857,2.24285714286,28.5,6.51428571429,32.8,4.9396356140913875,3.5355339059327378,0,0,0,1,0,1
1991,33,0.0593,0.13055257610470083,0.3938273733503043,0.39585350825778975,6.692762592363858,300.42,300.65,17.21871904974351,17.401149387324963,298.7,4.516635916254486,79.1971428571,6.692762592363858,17.9114285714,2.18571428571,29.4285714286,5.47142857143,33.3,5.059644256269407,1.816590212458495,0,0,0,1,0,1
1991,34,0.0569,0.09814,0.3584889119624204,0.379115549667908,7.202777242147643,300.311428571,300.385714286,17.221539669001725,17.395401691251628,298.3,5.046781152378217,80.2557142857,7.202777242147643,18.0114285714,2.4,29.2714285714,7.51428571429,34.4,4.9396356140913875,1.224744871391589,0,0,0,1,0,1
1991,35,0.0693,0.05705,0.4743838108536167,0.4317406628984581,7.429670248402684,300.117142857,300.2,17.22411100753824,17.386776584519627,298.6,4.878524367060187,81.5942857143,7.429670248402684,18.0914285714,2.37142857143,28.1571428571,7.0,32.2,4.888762624632126,3.271085446759225,0,0,0,1,0,1
1991,36,0.10805,0.091675,0.37389838191679836,0.4030065756287359,8.117881497040962,300.105714286,300.15,17.227842912825736,17.386776584519627,298.4,6.506150935845248,82.31,8.117881497040962,18.2628571429,2.12857142857,28.9428571429,7.54285714286,34.4,4.9396356140913875,5.215361924162119,0,0,0,1,0,1
1991,37,0.10475,0.1598333,0.33478351213881485,0.38031947097144525,5.793099343184096,300.54,300.635714286,17.21776491217719,17.401149387324963,298.7,3.3763886032268267,78.6271428571,5.793099343184096,17.8957142857,3.04285714286,28.9714285714,7.7,33.9,4.8270073544588685,7.810249675906654,0,0,0,1,0,1
1991,38,0.1098,0.1527333,0.4105744755826889,0.4109396549373156,5.43415126767741,300.527142857,300.6,17.23082785506837,17.406895185529212,298.8,5.366563145999495,80.8771428571,5.43415126767741,18.4,2.45714285714,28.9142857143,6.8,33.3,4.9396356140913875,2.8106938645110393,0,0,0,1,0,1
1991,39,0.1676,0.1489,0.414039370108689,0.46705770521424866,8.576129663198895,300.06,300.05,17.221788525005177,17.389652095427326,298.2,8.803408430829505,81.4242857143,8.576129663198895,18.0442857143,2.07142857143,28.1428571429,6.68571428571,32.8,4.9396356140913875,5.639148871948674,0,0,0,1,0,1
1991,40,0.1291,0.16672,0.4207136793592526,0.4422183849638095,5.628498911788116,299.65,299.692857143,17.21618839514136,17.36663467687393,298.3,7.745966692414834,82.4857142857,5.628498911788116,17.85,2.04285714286,27.7428571429,6.91428571429,32.8,4.8270073544588685,5.1478150704935,1,0,0,1,0,1
1991,41,0.093,0.093,0.38089801784729727,0.4100813333961935,5.665686189686118,299.562857143,299.671428571,17.20137037729843,17.378147196982766,297.6,7.422937423958254,80.5157142857,5.665686189686118,17.3442857143,2.25714285714,27.6571428571,6.61428571429,31.7,4.774934554525329,2.8809720581775866,0,0,0,1,0,1
1991,42,0.0137,0.12886,0.33021644416957796,0.3271522581306753,1.8138357147217055,299.897142857,299.921428571,17.20519024681215,17.378147196982766,298.1,5.584800802177281,79.3828571429,1.8138357147217055,17.4314285714,2.3,28.5428571429,7.62857142857,33.9,4.9396356140913875,4.61519230368573,0,0,0,1,0,1
1991,43,0.1944,0.1186,0.425222647562427,0.4470697932090693,7.08801805866774,299.891428571,299.992857143,17.188825273589817,17.378147196982766,298.0,3.5496478698597698,76.7771428571,7.08801805866774,16.85,2.81428571429,27.8285714286,7.08571428571,32.8,4.8270073544588685,1.8708286933869707,0,0,0,1,0,1
1991,44,0.094,0.09665,0.35435391912606246,0.34830546937996826,8.521150157109075,299.905714286,299.992857143,17.202283901534702,17.389652095427326,298.1,5.179768334587948,78.9871428571,8.521150157109075,17.3757142857,3.04285714286,28.1142857143,7.25714285714,32.8,4.9396356140913875,2.1908902300206643,0,0,0,1,0,1
1991,45,0.0544,0.05475,0.3348631063584043,0.3455223581767177,6.55133574166368,299.09,299.278571429,17.19206627654163,17.395401691251628,297.3,8.650433515148244,81.0585714286,6.55133574166368,16.9671428571,2.9,27.1857142857,6.75714285714,32.2,4.774934554525329,6.434283176858165,0,0,0,1,0,1
1991,46,0.0954,0.1114,0.4415233855641171,0.4450360659542101,8.87299273075325,298.685714286,298.785714286,17.193478830242586,17.349351572897472,297.4,8.526429498916883,83.5142857143,8.87299273075325,17.0614285714,1.97142857143,26.6571428571,6.74285714286,31.1,4.711687595755898,5.310367218940701,0,0,0,1,0,1
1991,47,0.00825,0.028425,0.3724820801058757,0.4238430133905713,6.692762592363858,298.698571429,298.707142857,17.147302994931884,17.34358671094304,297.1,3.8858718455450894,75.5485714286,6.692762592363858,15.46,2.27142857143,26.3142857143,6.81428571429,30.0,4.711687595755898,3.0659419433511785,0,0,0,1,0,1
1991,48,0.08786667,0.1519,0.4238261436013593,0.40765880341285404,5.94474557908074,298.375714286,298.5,17.173775689375937,17.352233285660954,296.9,8.85607136375944,81.4857142857,5.94474557908074,16.3228571429,2.02857142857,26.2714285714,6.58571428571,30.0,4.711687595755898,8.729261137118078,0,0,0,1,0,1
1991,49,0.0802,0.14025,0.36555245861572316,0.3666839238363198,6.692762592363858,298.642857143,298.842857143,17.174815449197702,17.334935823359714,297.7,5.92452529743945,80.2757142857,6.692762592363858,16.34,1.8,26.7285714286,6.05714285714,30.6,4.8270073544588685,4.427188724235731,0,0,0,1,0,1
1991,50,-0.02665,0.2128,0.47160820603547604,0.47847978013705034,6.692762592363858,298.518571429,298.592857143,17.16141852277952,17.326280616450838,297.3,5.176871642217914,78.6214285714,6.692762592363858,15.8842857143,2.01428571429,25.6142857143,5.85714285714,29.4,4.658325879540846,5.848076606885378,0,0,0,1,0,1
1991,51,0.1422935374167987,0.04613333,0.33823069050575527,0.2011396032610187,6.692762592363858,298.084285714,298.135714286,17.113319791495748,17.308957218735046,296.6,2.9597297173897483,72.8614285714,6.692762592363858,14.3357142857,2.07142857143,25.0,6.15714285714,28.9,4.538722287164087,2.4698178070456938,0,0,0,1,0,1
